paso,id_pedido,estado_anterior,estado_nuevo,evento
4,PED-488,En Reparto,Entregado,PED-488: En Reparto -> Entregado
4,PED-489,En Reparto,Entrega Fallida,PED-489: En Reparto -> Entrega Fallida
4,PED-490,En Bodega,En Reparto,PED-490: En Bodega -> En Reparto
4,PED-491,En Reparto,Entregado,PED-491: En Reparto -> Entregado
4,PED-492,En Reparto,Entregado,PED-492: En Reparto -> Entregado
4,PED-493,En Reparto,Entregado,PED-493: En Reparto -> Entregado
4,PED-494,En Bodega,En Bodega,PED-494: En Bodega -> En Bodega
4,PED-495,En Reparto,Entregado,PED-495: En Reparto -> Entregado
4,PED-496,En Reparto,Entregado,PED-496: En Reparto -> Entregado
4,PED-497,En Reparto,Entregado,PED-497: En Reparto -> Entregado
4,PED-498,En Reparto,Entregado,PED-498: En Reparto -> Entregado
4,PED-499,En Reparto,Entregado,PED-499: En Reparto -> Entregado
4,PED-500,En Reparto,Entregado,PED-500: En Reparto -> Entregado
4,PED-501,En Bodega,En Reparto,PED-501: En Bodega -> En Reparto
4,PED-502,En Reparto,Entregado,PED-502: En Reparto -> Entregado
4,PED-503,En Reparto,Entregado,PED-503: En Reparto -> Entregado
4,PED-504,En Reparto,Entregado,PED-504: En Reparto -> Entregado
4,PED-505,En Bodega,En Reparto,PED-505: En Bodega -> En Reparto
4,PED-506,En Reparto,Entregado,PED-506: En Reparto -> Entregado
4,PED-507,En Reparto,Entregado,PED-507: En Reparto -> Entregado
4,PED-508,En Bodega,En Reparto,PED-508: En Bodega -> En Reparto
4,PED-509,En Reparto,Entregado,PED-509: En Reparto -> Entregado
4,PED-510,En Reparto,Entregado,PED-510: En Reparto -> Entregado
4,PED-511,En Reparto,Entregado,PED-511: En Reparto -> Entregado
4,PED-512,En Reparto,Entregado,PED-512: En Reparto -> Entregado
4,PED-513,En Reparto,Entregado,PED-513: En Reparto -> Entregado
4,PED-514,En Reparto,Entregado,PED-514: En Reparto -> Entregado
4,PED-515,En Reparto,Entregado,PED-515: En Reparto -> Entregado
4,PED-516,En Reparto,Entregado,PED-516: En Reparto -> Entregado
4,PED-517,En Bodega,En Reparto,PED-517: En Bodega -> En Reparto
4,PED-518,En Bodega,En Reparto,PED-518: En Bodega -> En Reparto
4,PED-519,En Reparto,Entregado,PED-519: En Reparto -> Entregado
4,PED-520,En Reparto,Entrega Fallida,PED-520: En Reparto -> Entrega Fallida
4,PED-521,En Reparto,Entregado,PED-521: En Reparto -> Entregado
4,PED-522,En Reparto,Entregado,PED-522: En Reparto -> Entregado
4,PED-523,En Reparto,Entrega Fallida,PED-523: En Reparto -> Entrega Fallida
4,PED-524,En Reparto,Entregado,PED-524: En Reparto -> Entregado
4,PED-525,En Reparto,Entregado,PED-525: En Reparto -> Entregado
4,PED-526,En Reparto,Entrega Fallida,PED-526: En Reparto -> Entrega Fallida
4,PED-527,En Reparto,Entregado,PED-527: En Reparto -> Entregado
4,PED-528,En Reparto,Entregado,PED-528: En Reparto -> Entregado
4,PED-529,En Reparto,Entregado,PED-529: En Reparto -> Entregado
4,PED-531,En Reparto,Entregado,PED-531: En Reparto -> Entregado
4,PED-532,En Reparto,Entregado,PED-532: En Reparto -> Entregado
4,PED-533,En Reparto,Entregado,PED-533: En Reparto -> Entregado
4,PED-534,En Bodega,En Reparto,PED-534: En Bodega -> En Reparto
4,PED-535,En Reparto,Entregado,PED-535: En Reparto -> Entregado
4,PED-536,En Reparto,Entregado,PED-536: En Reparto -> Entregado
4,PED-537,En Reparto,Entregado,PED-537: En Reparto -> Entregado
4,PED-538,En Reparto,Entregado,PED-538: En Reparto -> Entregado
4,PED-539,En Reparto,Entregado,PED-539: En Reparto -> Entregado
4,PED-540,En Reparto,Entregado,PED-540: En Reparto -> Entregado
4,PED-541,En Reparto,Entregado,PED-541: En Reparto -> Entregado
4,PED-542,En Reparto,Entregado,PED-542: En Reparto -> Entregado
4,PED-543,En Bodega,En Reparto,PED-543: En Bodega -> En Reparto
4,PED-544,En Reparto,Entregado,PED-544: En Reparto -> Entregado
4,PED-545,En Reparto,Entregado,PED-545: En Reparto -> Entregado
4,PED-546,En Reparto,Entregado,PED-546: En Reparto -> Entregado
4,PED-547,En Bodega,En Reparto,PED-547: En Bodega -> En Reparto
4,PED-548,En Reparto,Entregado,PED-548: En Reparto -> Entregado
4,PED-549,En Reparto,Entregado,PED-549: En Reparto -> Entregado
4,PED-550,En Reparto,Entregado,PED-550: En Reparto -> Entregado
4,PED-551,En Reparto,Entregado,PED-551: En Reparto -> Entregado
4,PED-553,En Reparto,Entrega Fallida,PED-553: En Reparto -> Entrega Fallida
4,PED-554,En Reparto,Entrega Fallida,PED-554: En Reparto -> Entrega Fallida
4,PED-555,En Reparto,Entregado,PED-555: En Reparto -> Entregado
4,PED-557,En Bodega,En Bodega,PED-557: En Bodega -> En Bodega
4,PED-559,En Reparto,Entregado,PED-559: En Reparto -> Entregado
4,PED-560,En Reparto,Entregado,PED-560: En Reparto -> Entregado
4,PED-562,En Reparto,Entregado,PED-562: En Reparto -> Entregado
4,PED-563,En Reparto,Entrega Fallida,PED-563: En Reparto -> Entrega Fallida
4,PED-564,En Bodega,En Bodega,PED-564: En Bodega -> En Bodega
4,PED-565,En Reparto,Entregado,PED-565: En Reparto -> Entregado
4,PED-566,En Bodega,En Reparto,PED-566: En Bodega -> En Reparto
4,PED-567,En Reparto,Entregado,PED-567: En Reparto -> Entregado
4,PED-568,En Reparto,Entregado,PED-568: En Reparto -> Entregado
4,PED-570,En Reparto,Entregado,PED-570: En Reparto -> Entregado
4,PED-571,En Reparto,Entregado,PED-571: En Reparto -> Entregado
4,PED-572,En Reparto,Entrega Fallida,PED-572: En Reparto -> Entrega Fallida
4,PED-573,En Reparto,Entregado,PED-573: En Reparto -> Entregado
4,PED-576,En Reparto,Entregado,PED-576: En Reparto -> Entregado
4,PED-577,En Reparto,Entregado,PED-577: En Reparto -> Entregado
4,PED-578,En Reparto,Entregado,PED-578: En Reparto -> Entregado
4,PED-579,En Reparto,Entregado,PED-579: En Reparto -> Entregado
4,PED-580,En Reparto,Entrega Fallida,PED-580: En Reparto -> Entrega Fallida
4,PED-581,En Reparto,Entregado,PED-581: En Reparto -> Entregado
4,PED-582,En Reparto,Entrega Fallida,PED-582: En Reparto -> Entrega Fallida
4,PED-583,En Bodega,En Reparto,PED-583: En Bodega -> En Reparto
4,PED-584,En Reparto,Entregado,PED-584: En Reparto -> Entregado
4,PED-585,En Bodega,En Reparto,PED-585: En Bodega -> En Reparto
4,PED-586,En Reparto,Entrega Fallida,PED-586: En Reparto -> Entrega Fallida
4,PED-587,En Reparto,Entrega Fallida,PED-587: En Reparto -> Entrega Fallida
4,PED-588,En Reparto,Entregado,PED-588: En Reparto -> Entregado
4,PED-589,En Reparto,Entregado,PED-589: En Reparto -> Entregado
4,PED-590,En Bodega,En Reparto,PED-590: En Bodega -> En Reparto
4,PED-591,En Reparto,Entregado,PED-591: En Reparto -> Entregado
4,PED-592,En Reparto,Entregado,PED-592: En Reparto -> Entregado
4,PED-593,En Reparto,Entregado,PED-593: En Reparto -> Entregado
4,PED-594,En Reparto,Entregado,PED-594: En Reparto -> Entregado
4,PED-595,En Bodega,En Bodega,PED-595: En Bodega -> En Bodega
4,PED-596,En Bodega,En Reparto,PED-596: En Bodega -> En Reparto
4,PED-597,En Bodega,En Reparto,PED-597: En Bodega -> En Reparto
4,PED-599,En Bodega,En Reparto,PED-599: En Bodega -> En Reparto
4,PED-600,En Reparto,Entregado,PED-600: En Reparto -> Entregado
4,PED-601,En Reparto,Entregado,PED-601: En Reparto -> Entregado
4,PED-602,En Bodega,En Reparto,PED-602: En Bodega -> En Reparto
4,PED-603,En Reparto,Entregado,PED-603: En Reparto -> Entregado
4,PED-604,En Reparto,Entrega Fallida,PED-604: En Reparto -> Entrega Fallida
4,PED-605,En Reparto,Entregado,PED-605: En Reparto -> Entregado
4,PED-606,En Reparto,Entregado,PED-606: En Reparto -> Entregado
4,PED-607,En Reparto,Entregado,PED-607: En Reparto -> Entregado
4,PED-608,En Reparto,Entrega Fallida,PED-608: En Reparto -> Entrega Fallida
4,PED-609,En Reparto,Entregado,PED-609: En Reparto -> Entregado
4,PED-610,En Preparación,En Bodega,PED-610: En Preparación -> En Bodega
4,PED-611,En Reparto,Entregado,PED-611: En Reparto -> Entregado
4,PED-612,En Bodega,En Reparto,PED-612: En Bodega -> En Reparto
4,PED-614,En Reparto,Entregado,PED-614: En Reparto -> Entregado
4,PED-615,En Reparto,Entregado,PED-615: En Reparto -> Entregado
4,PED-616,En Bodega,En Bodega,PED-616: En Bodega -> En Bodega
4,PED-617,En Reparto,Entregado,PED-617: En Reparto -> Entregado
4,PED-618,En Reparto,Entrega Fallida,PED-618: En Reparto -> Entrega Fallida
4,PED-619,En Bodega,En Reparto,PED-619: En Bodega -> En Reparto
4,PED-620,En Reparto,Entregado,PED-620: En Reparto -> Entregado
4,PED-621,En Reparto,Entrega Fallida,PED-621: En Reparto -> Entrega Fallida
4,PED-622,En Reparto,Entrega Fallida,PED-622: En Reparto -> Entrega Fallida
4,PED-624,En Reparto,Entrega Fallida,PED-624: En Reparto -> Entrega Fallida
4,PED-626,En Reparto,Entregado,PED-626: En Reparto -> Entregado
4,PED-627,En Reparto,Entregado,PED-627: En Reparto -> Entregado
4,PED-629,En Reparto,Entregado,PED-629: En Reparto -> Entregado
4,PED-630,En Reparto,Entregado,PED-630: En Reparto -> Entregado
4,PED-631,En Reparto,Entrega Fallida,PED-631: En Reparto -> Entrega Fallida
4,PED-632,En Reparto,Entrega Fallida,PED-632: En Reparto -> Entrega Fallida
4,PED-633,En Bodega,En Reparto,PED-633: En Bodega -> En Reparto
4,PED-634,En Reparto,Entregado,PED-634: En Reparto -> Entregado
4,PED-635,En Reparto,Entregado,PED-635: En Reparto -> Entregado
4,PED-636,En Bodega,En Reparto,PED-636: En Bodega -> En Reparto
4,PED-637,En Reparto,Entregado,PED-637: En Reparto -> Entregado
4,PED-638,En Reparto,Entregado,PED-638: En Reparto -> Entregado
4,PED-639,En Reparto,Entrega Fallida,PED-639: En Reparto -> Entrega Fallida
4,PED-640,En Bodega,En Reparto,PED-640: En Bodega -> En Reparto
4,PED-641,En Reparto,Entregado,PED-641: En Reparto -> Entregado
4,PED-642,En Reparto,Entregado,PED-642: En Reparto -> Entregado
4,PED-643,En Reparto,Entregado,PED-643: En Reparto -> Entregado
4,PED-644,En Reparto,Entregado,PED-644: En Reparto -> Entregado
4,PED-645,En Reparto,Entregado,PED-645: En Reparto -> Entregado
4,PED-646,En Reparto,Entregado,PED-646: En Reparto -> Entregado
4,PED-647,En Reparto,Entregado,PED-647: En Reparto -> Entregado
4,PED-648,En Reparto,Entregado,PED-648: En Reparto -> Entregado
4,PED-649,En Bodega,En Reparto,PED-649: En Bodega -> En Reparto
4,PED-650,En Reparto,Entregado,PED-650: En Reparto -> Entregado
4,PED-651,En Reparto,Entregado,PED-651: En Reparto -> Entregado
4,PED-652,En Reparto,Entrega Fallida,PED-652: En Reparto -> Entrega Fallida
4,PED-653,En Bodega,En Reparto,PED-653: En Bodega -> En Reparto
4,PED-654,En Reparto,Entrega Fallida,PED-654: En Reparto -> Entrega Fallida
4,PED-655,En Reparto,Entrega Fallida,PED-655: En Reparto -> Entrega Fallida
4,PED-656,En Bodega,En Reparto,PED-656: En Bodega -> En Reparto
4,PED-657,En Preparación,En Bodega,PED-657: En Preparación -> En Bodega
4,PED-658,En Reparto,Entregado,PED-658: En Reparto -> Entregado
4,PED-659,En Reparto,Entregado,PED-659: En Reparto -> Entregado
4,PED-660,En Reparto,Entregado,PED-660: En Reparto -> Entregado
4,PED-661,En Reparto,Entregado,PED-661: En Reparto -> Entregado
4,PED-662,En Reparto,Entregado,PED-662: En Reparto -> Entregado
4,PED-663,En Preparación,En Bodega,PED-663: En Preparación -> En Bodega
4,PED-664,En Reparto,Entregado,PED-664: En Reparto -> Entregado
4,PED-665,En Bodega,En Reparto,PED-665: En Bodega -> En Reparto
4,PED-666,En Reparto,Entregado,PED-666: En Reparto -> Entregado
4,PED-667,En Reparto,Entregado,PED-667: En Reparto -> Entregado
4,PED-668,En Bodega,En Reparto,PED-668: En Bodega -> En Reparto
4,PED-670,En Reparto,Entrega Fallida,PED-670: En Reparto -> Entrega Fallida
4,PED-671,En Bodega,En Reparto,PED-671: En Bodega -> En Reparto
4,PED-672,En Reparto,Entregado,PED-672: En Reparto -> Entregado
4,PED-673,En Bodega,En Reparto,PED-673: En Bodega -> En Reparto
4,PED-674,En Reparto,Entregado,PED-674: En Reparto -> Entregado
4,PED-676,En Reparto,Entregado,PED-676: En Reparto -> Entregado
4,PED-677,En Reparto,Entregado,PED-677: En Reparto -> Entregado
4,PED-678,En Reparto,Entregado,PED-678: En Reparto -> Entregado
4,PED-679,En Bodega,En Reparto,PED-679: En Bodega -> En Reparto
4,PED-680,En Reparto,Entregado,PED-680: En Reparto -> Entregado
4,PED-681,En Reparto,Entregado,PED-681: En Reparto -> Entregado
4,PED-682,En Reparto,Entrega Fallida,PED-682: En Reparto -> Entrega Fallida
4,PED-683,En Reparto,Entrega Fallida,PED-683: En Reparto -> Entrega Fallida
4,PED-685,En Reparto,Entregado,PED-685: En Reparto -> Entregado
4,PED-686,En Reparto,Entregado,PED-686: En Reparto -> Entregado
4,PED-687,En Reparto,Entregado,PED-687: En Reparto -> Entregado
4,PED-688,En Bodega,En Reparto,PED-688: En Bodega -> En Reparto
4,PED-689,En Reparto,Entrega Fallida,PED-689: En Reparto -> Entrega Fallida
4,PED-690,En Reparto,Entrega Fallida,PED-690: En Reparto -> Entrega Fallida
4,PED-691,En Bodega,En Bodega,PED-691: En Bodega -> En Bodega
4,PED-692,En Reparto,Entregado,PED-692: En Reparto -> Entregado
4,PED-693,En Reparto,Entrega Fallida,PED-693: En Reparto -> Entrega Fallida
4,PED-694,En Reparto,Entrega Fallida,PED-694: En Reparto -> Entrega Fallida
4,PED-695,En Reparto,Entregado,PED-695: En Reparto -> Entregado
4,PED-696,En Reparto,Entregado,PED-696: En Reparto -> Entregado
4,PED-697,En Reparto,Entregado,PED-697: En Reparto -> Entregado
4,PED-698,En Bodega,En Reparto,PED-698: En Bodega -> En Reparto
4,PED-699,En Reparto,Entregado,PED-699: En Reparto -> Entregado
4,PED-700,En Reparto,Entregado,PED-700: En Reparto -> Entregado
4,PED-701,En Reparto,Entregado,PED-701: En Reparto -> Entregado
4,PED-702,En Reparto,Entregado,PED-702: En Reparto -> Entregado
4,PED-703,En Bodega,En Reparto,PED-703: En Bodega -> En Reparto
4,PED-705,En Reparto,Entregado,PED-705: En Reparto -> Entregado
4,PED-706,En Reparto,Entregado,PED-706: En Reparto -> Entregado
4,PED-707,En Reparto,Entrega Fallida,PED-707: En Reparto -> Entrega Fallida
4,PED-708,En Reparto,Entregado,PED-708: En Reparto -> Entregado
4,PED-709,En Reparto,Entregado,PED-709: En Reparto -> Entregado
4,PED-710,En Reparto,Entregado,PED-710: En Reparto -> Entregado
4,PED-711,En Reparto,Entregado,PED-711: En Reparto -> Entregado
4,PED-712,En Bodega,En Reparto,PED-712: En Bodega -> En Reparto
4,PED-713,En Reparto,Entregado,PED-713: En Reparto -> Entregado
4,PED-714,En Reparto,Entregado,PED-714: En Reparto -> Entregado
4,PED-715,En Bodega,En Reparto,PED-715: En Bodega -> En Reparto
4,PED-716,En Reparto,Entregado,PED-716: En Reparto -> Entregado
4,PED-717,En Reparto,Entregado,PED-717: En Reparto -> Entregado
4,PED-718,En Reparto,Entregado,PED-718: En Reparto -> Entregado
4,PED-719,En Reparto,Entregado,PED-719: En Reparto -> Entregado
4,PED-720,En Reparto,Entregado,PED-720: En Reparto -> Entregado
4,PED-721,En Reparto,Entrega Fallida,PED-721: En Reparto -> Entrega Fallida
4,PED-722,En Reparto,Entregado,PED-722: En Reparto -> Entregado
4,PED-723,En Reparto,Entregado,PED-723: En Reparto -> Entregado
4,PED-724,En Bodega,En Reparto,PED-724: En Bodega -> En Reparto
4,PED-725,En Reparto,Entregado,PED-725: En Reparto -> Entregado
4,PED-726,En Bodega,En Reparto,PED-726: En Bodega -> En Reparto
4,PED-727,En Bodega,En Reparto,PED-727: En Bodega -> En Reparto
4,PED-728,En Reparto,Entregado,PED-728: En Reparto -> Entregado
4,PED-729,En Reparto,Entregado,PED-729: En Reparto -> Entregado
4,PED-730,En Bodega,En Reparto,PED-730: En Bodega -> En Reparto
4,PED-731,En Reparto,Entrega Fallida,PED-731: En Reparto -> Entrega Fallida
4,PED-732,En Reparto,Entregado,PED-732: En Reparto -> Entregado
4,PED-733,En Bodega,En Reparto,PED-733: En Bodega -> En Reparto
4,PED-734,En Reparto,Entrega Fallida,PED-734: En Reparto -> Entrega Fallida
4,PED-735,En Reparto,Entregado,PED-735: En Reparto -> Entregado
4,PED-736,En Reparto,Entrega Fallida,PED-736: En Reparto -> Entrega Fallida
4,PED-738,En Bodega,En Bodega,PED-738: En Bodega -> En Bodega
4,PED-739,En Bodega,En Reparto,PED-739: En Bodega -> En Reparto
4,PED-741,En Reparto,Entregado,PED-741: En Reparto -> Entregado
4,PED-742,En Bodega,En Reparto,PED-742: En Bodega -> En Reparto
4,PED-743,En Reparto,Entregado,PED-743: En Reparto -> Entregado
4,PED-744,En Reparto,Entrega Fallida,PED-744: En Reparto -> Entrega Fallida
4,PED-745,En Bodega,En Reparto,PED-745: En Bodega -> En Reparto
4,PED-746,En Reparto,Entregado,PED-746: En Reparto -> Entregado
4,PED-748,En Reparto,Entregado,PED-748: En Reparto -> Entregado
4,PED-749,En Bodega,En Reparto,PED-749: En Bodega -> En Reparto
4,PED-750,En Bodega,En Reparto,PED-750: En Bodega -> En Reparto
4,PED-751,En Reparto,Entregado,PED-751: En Reparto -> Entregado
4,PED-752,En Reparto,Entregado,PED-752: En Reparto -> Entregado
4,PED-753,En Reparto,Entrega Fallida,PED-753: En Reparto -> Entrega Fallida
4,PED-754,En Bodega,En Reparto,PED-754: En Bodega -> En Reparto
4,PED-755,En Reparto,Entregado,PED-755: En Reparto -> Entregado
4,PED-756,En Reparto,Entregado,PED-756: En Reparto -> Entregado
4,PED-757,En Reparto,Entregado,PED-757: En Reparto -> Entregado
4,PED-758,En Reparto,Entregado,PED-758: En Reparto -> Entregado
4,PED-759,En Reparto,Entregado,PED-759: En Reparto -> Entregado
4,PED-760,En Reparto,Entrega Fallida,PED-760: En Reparto -> Entrega Fallida
4,PED-761,En Reparto,Entrega Fallida,PED-761: En Reparto -> Entrega Fallida
4,PED-762,En Preparación,En Bodega,PED-762: En Preparación -> En Bodega
4,PED-763,En Reparto,Entregado,PED-763: En Reparto -> Entregado
4,PED-764,En Bodega,En Reparto,PED-764: En Bodega -> En Reparto
4,PED-765,En Bodega,En Reparto,PED-765: En Bodega -> En Reparto
4,PED-767,En Reparto,Entregado,PED-767: En Reparto -> Entregado
4,PED-768,En Reparto,Entregado,PED-768: En Reparto -> Entregado
4,PED-769,En Reparto,Entrega Fallida,PED-769: En Reparto -> Entrega Fallida
4,PED-771,En Reparto,Entrega Fallida,PED-771: En Reparto -> Entrega Fallida
4,PED-772,En Reparto,Entregado,PED-772: En Reparto -> Entregado
4,PED-773,En Reparto,Entregado,PED-773: En Reparto -> Entregado
4,PED-774,En Bodega,En Reparto,PED-774: En Bodega -> En Reparto
4,PED-777,En Reparto,Entregado,PED-777: En Reparto -> Entregado
4,PED-778,En Reparto,Entregado,PED-778: En Reparto -> Entregado
4,PED-779,En Reparto,Entrega Fallida,PED-779: En Reparto -> Entrega Fallida
4,PED-780,En Reparto,Entregado,PED-780: En Reparto -> Entregado
4,PED-781,En Bodega,En Reparto,PED-781: En Bodega -> En Reparto
4,PED-782,En Reparto,Entrega Fallida,PED-782: En Reparto -> Entrega Fallida
4,PED-783,En Reparto,Entregado,PED-783: En Reparto -> Entregado
4,PED-784,En Reparto,Entregado,PED-784: En Reparto -> Entregado
4,PED-785,En Reparto,Entregado,PED-785: En Reparto -> Entregado
4,PED-788,En Bodega,En Bodega,PED-788: En Bodega -> En Bodega
4,PED-789,En Reparto,Entregado,PED-789: En Reparto -> Entregado
4,PED-790,En Reparto,Entregado,PED-790: En Reparto -> Entregado
4,PED-791,En Preparación,En Preparación,PED-791: En Preparación -> En Preparación
4,PED-792,En Reparto,Entregado,PED-792: En Reparto -> Entregado
4,PED-793,En Reparto,Entregado,PED-793: En Reparto -> Entregado
4,PED-794,En Reparto,Entrega Fallida,PED-794: En Reparto -> Entrega Fallida
4,PED-795,En Reparto,Entregado,PED-795: En Reparto -> Entregado
4,PED-797,En Reparto,Entregado,PED-797: En Reparto -> Entregado
4,PED-798,En Reparto,Entregado,PED-798: En Reparto -> Entregado
4,PED-799,En Reparto,Entregado,PED-799: En Reparto -> Entregado
4,PED-800,En Reparto,Entregado,PED-800: En Reparto -> Entregado
4,PED-802,En Bodega,En Reparto,PED-802: En Bodega -> En Reparto
4,PED-803,En Reparto,Entregado,PED-803: En Reparto -> Entregado
4,PED-804,En Bodega,En Reparto,PED-804: En Bodega -> En Reparto
4,PED-805,En Bodega,En Reparto,PED-805: En Bodega -> En Reparto
4,PED-807,En Reparto,Entregado,PED-807: En Reparto -> Entregado
4,PED-808,En Reparto,Entregado,PED-808: En Reparto -> Entregado
4,PED-809,En Bodega,En Reparto,PED-809: En Bodega -> En Reparto
4,PED-810,En Bodega,En Bodega,PED-810: En Bodega -> En Bodega
4,PED-811,En Bodega,En Reparto,PED-811: En Bodega -> En Reparto
4,PED-812,En Bodega,En Reparto,PED-812: En Bodega -> En Reparto
4,PED-813,En Reparto,Entregado,PED-813: En Reparto -> Entregado
4,PED-814,En Reparto,Entregado,PED-814: En Reparto -> Entregado
4,PED-816,En Reparto,Entregado,PED-816: En Reparto -> Entregado
4,PED-817,En Reparto,Entregado,PED-817: En Reparto -> Entregado
4,PED-818,En Reparto,Entregado,PED-818: En Reparto -> Entregado
4,PED-819,En Reparto,Entregado,PED-819: En Reparto -> Entregado
4,PED-820,En Reparto,Entregado,PED-820: En Reparto -> Entregado
4,PED-821,En Reparto,Entregado,PED-821: En Reparto -> Entregado
4,PED-824,En Reparto,Entregado,PED-824: En Reparto -> Entregado
4,PED-825,En Preparación,En Bodega,PED-825: En Preparación -> En Bodega
4,PED-826,En Reparto,Entrega Fallida,PED-826: En Reparto -> Entrega Fallida
4,PED-827,En Reparto,Entregado,PED-827: En Reparto -> Entregado
4,PED-829,En Reparto,Entregado,PED-829: En Reparto -> Entregado
4,PED-830,En Reparto,Entregado,PED-830: En Reparto -> Entregado
4,PED-833,En Reparto,Entregado,PED-833: En Reparto -> Entregado
4,PED-834,En Reparto,Entrega Fallida,PED-834: En Reparto -> Entrega Fallida
4,PED-835,En Bodega,En Reparto,PED-835: En Bodega -> En Reparto
4,PED-836,En Reparto,Entregado,PED-836: En Reparto -> Entregado
4,PED-837,En Bodega,En Reparto,PED-837: En Bodega -> En Reparto
4,PED-838,En Reparto,Entregado,PED-838: En Reparto -> Entregado
4,PED-839,En Reparto,Entregado,PED-839: En Reparto -> Entregado
4,PED-840,En Reparto,Entregado,PED-840: En Reparto -> Entregado
4,PED-841,En Reparto,Entregado,PED-841: En Reparto -> Entregado
4,PED-842,En Reparto,Entregado,PED-842: En Reparto -> Entregado
4,PED-843,En Reparto,Entrega Fallida,PED-843: En Reparto -> Entrega Fallida
4,PED-844,En Reparto,Entregado,PED-844: En Reparto -> Entregado
4,PED-845,En Reparto,Entregado,PED-845: En Reparto -> Entregado
4,PED-846,En Reparto,Entregado,PED-846: En Reparto -> Entregado
4,PED-847,En Bodega,En Reparto,PED-847: En Bodega -> En Reparto
4,PED-848,En Bodega,En Reparto,PED-848: En Bodega -> En Reparto
4,PED-849,En Reparto,Entregado,PED-849: En Reparto -> Entregado
4,PED-850,En Bodega,En Reparto,PED-850: En Bodega -> En Reparto
4,PED-851,En Reparto,Entregado,PED-851: En Reparto -> Entregado
4,PED-854,En Reparto,Entregado,PED-854: En Reparto -> Entregado
4,PED-855,En Reparto,Entrega Fallida,PED-855: En Reparto -> Entrega Fallida
4,PED-856,En Reparto,Entregado,PED-856: En Reparto -> Entregado
4,PED-857,En Reparto,Entregado,PED-857: En Reparto -> Entregado
4,PED-858,En Reparto,Entregado,PED-858: En Reparto -> Entregado
4,PED-860,En Reparto,Entregado,PED-860: En Reparto -> Entregado
4,PED-861,En Reparto,Entregado,PED-861: En Reparto -> Entregado
4,PED-862,En Reparto,Entregado,PED-862: En Reparto -> Entregado
4,PED-863,En Reparto,Entregado,PED-863: En Reparto -> Entregado
4,PED-864,En Reparto,Entregado,PED-864: En Reparto -> Entregado
4,PED-866,En Reparto,Entregado,PED-866: En Reparto -> Entregado
4,PED-867,En Bodega,En Reparto,PED-867: En Bodega -> En Reparto
4,PED-868,En Reparto,Entregado,PED-868: En Reparto -> Entregado
4,PED-869,En Reparto,Entrega Fallida,PED-869: En Reparto -> Entrega Fallida
4,PED-870,En Reparto,Entregado,PED-870: En Reparto -> Entregado
4,PED-872,En Reparto,Entregado,PED-872: En Reparto -> Entregado
4,PED-873,En Reparto,Entregado,PED-873: En Reparto -> Entregado
4,PED-874,En Reparto,Entregado,PED-874: En Reparto -> Entregado
4,PED-875,En Reparto,Entregado,PED-875: En Reparto -> Entregado
4,PED-876,En Bodega,En Reparto,PED-876: En Bodega -> En Reparto
4,PED-878,En Reparto,Entregado,PED-878: En Reparto -> Entregado
4,PED-879,En Reparto,Entregado,PED-879: En Reparto -> Entregado
4,PED-880,En Reparto,Entregado,PED-880: En Reparto -> Entregado
4,PED-881,En Reparto,Entregado,PED-881: En Reparto -> Entregado
4,PED-882,En Reparto,Entregado,PED-882: En Reparto -> Entregado
4,PED-883,En Reparto,Entrega Fallida,PED-883: En Reparto -> Entrega Fallida
4,PED-884,En Reparto,Entregado,PED-884: En Reparto -> Entregado
4,PED-885,En Reparto,Entregado,PED-885: En Reparto -> Entregado
4,PED-886,En Reparto,Entregado,PED-886: En Reparto -> Entregado
4,PED-887,En Reparto,Entregado,PED-887: En Reparto -> Entregado
4,PED-888,En Reparto,Entregado,PED-888: En Reparto -> Entregado
4,PED-889,En Reparto,Entrega Fallida,PED-889: En Reparto -> Entrega Fallida
4,PED-890,En Reparto,Entrega Fallida,PED-890: En Reparto -> Entrega Fallida
4,PED-891,En Reparto,Entrega Fallida,PED-891: En Reparto -> Entrega Fallida
4,PED-892,En Reparto,Entregado,PED-892: En Reparto -> Entregado
4,PED-893,En Reparto,Entregado,PED-893: En Reparto -> Entregado
4,PED-894,En Reparto,Entregado,PED-894: En Reparto -> Entregado
4,PED-895,En Reparto,Entregado,PED-895: En Reparto -> Entregado
4,PED-896,En Reparto,Entregado,PED-896: En Reparto -> Entregado
4,PED-897,En Reparto,Entregado,PED-897: En Reparto -> Entregado
4,PED-898,En Reparto,Entregado,PED-898: En Reparto -> Entregado
4,PED-899,En Bodega,En Reparto,PED-899: En Bodega -> En Reparto
4,PED-900,En Bodega,En Reparto,PED-900: En Bodega -> En Reparto
4,PED-901,En Reparto,Entrega Fallida,PED-901: En Reparto -> Entrega Fallida
4,PED-902,En Reparto,Entregado,PED-902: En Reparto -> Entregado
4,PED-903,En Bodega,En Reparto,PED-903: En Bodega -> En Reparto
4,PED-904,En Reparto,Entregado,PED-904: En Reparto -> Entregado
4,PED-906,En Bodega,En Reparto,PED-906: En Bodega -> En Reparto
4,PED-907,En Reparto,Entregado,PED-907: En Reparto -> Entregado
4,PED-908,En Bodega,En Reparto,PED-908: En Bodega -> En Reparto
4,PED-909,En Bodega,En Bodega,PED-909: En Bodega -> En Bodega
4,PED-911,En Reparto,Entregado,PED-911: En Reparto -> Entregado
